type,status,name_ko,name_en,naver_value,vivino_value,id
grape,NAVER_MORE,"루나리아 피노 그리지오","Lunaria Pinot Grigio","피노 그리지오","Pinot Gris",a613b2f5-bf43-411b-b5c8-b0df8e37ff07
grape,NAVER_MORE,"제이콥스 크릭 샤르도네 피노 누아","Jacob's Creek Chardonnay Pinot Noir","샤르도네, 피노 누아","100% Chardonnay",7ec3c1bf-8b20-40af-b4c6-8e7776a6ab95
grape,NAVER_MORE,"펜폴즈 빈 389 까베르네 쉬라즈","Penfolds Bin 389 Cabernet Shiraz","까베르네, 쉬라즈","Cabernet Sauvignon",5b98e378-3108-4785-8c96-52560d6d43c4
grape,NAVER_MORE,"펜폴즈 빈 8 까베르네 쉬라즈","Penfolds Bin 8 Cabernet Shiraz","까베르네 소비뇽, 쉬라즈","Cabernet Sauvignon",a1a9b388-005e-4fea-9ffe-e6653043b5da
grape,NAVER_MORE,"팀스미스 마타로 그르나슈 쉬라즈","Timsmith Mataro Grenache Shiraz","마타로, 그르나슈, 쉬라즈","Grenache, Mataro, Shiraz/Syrah",8613de23-b9f0-489e-8fd6-7b266f9fe418
grape,NAVER_MORE,"다렌버그 래핑 맥파이 쉬라즈 비오니에","D'Arenberg Wrapping Magpie Shiraz Viognier","쉬라즈, 비오니에","Shiraz/Syrah",b3358396-d4d4-4fa7-8721-ff9007acb49b
grape,NAVER_MORE,"하디스 스탬프 샤르도네 세미용","Hardys Stamp Chardonnay Semillon","샤르도네, 세미용","Chardonnay, Sémillon",736d6b8f-5aca-49f6-ba1c-bd68089b76b5
grape,NAVER_MORE,"조닌 벤티테레 피노 그리지오","Zonin Ventiterre Pinot Grigio","피노 그리지오","Pinot Grigio",9e204b87-bc5e-4780-a701-aa70c6614330
grape,NAVER_MORE,"젬마 디 루나 피노 그리지오","Gemma di Luna Pinot Grigio","피노 그리지오","Pinot Grigio",92a93fe1-a83e-4afa-a206-702c95de8ab4
grape,NAVER_MORE,"로버트 몬다비 우드브릿지 피노 그리지오","Robert Mondavi Woodbridge Pinot Grigio","피노 그리지오","Pinot Gris",eb0fb74b-ce55-4efa-acd4-0bbc5cb8d682
grape,NAVER_MORE,"브라운 브라더스 모스카토 피노 그리지오","Brown Brothers Moscato Pinot Grigio","모스카토, 피노 그리지오","Moscato",a2a2d68a-7ef4-4c33-9952-f580a2dc1d57
grape,NAVER_MORE,"버디 그르나슈","Buddy Grenache","그르나슈","Grenache",46f45179-ecd2-43fe-9285-3a62f8cbf70f
grape,NAVER_MORE,"트레드 소프틀리 그르나슈","Tread Softly Grenache","그르나슈","Grenache",ea428416-044e-40fb-a191-971ee804502a
grape,NAVER_MORE,"바타시올로 피노 샤르도네 스푸만테 브뤼","Batasciolo Pinot Chardonnay Spumante Brut","피노, 샤르도네","Chardonnay, Pinot Noir",0d4964d5-b17d-49c8-82cc-778b34bd92e8
grape,NAVER_MORE,"빌카르 살몬 엘리자베스 살몬 브뤼 로제","Billecart Salmon Elisabeth Salmon Brut Rosé","피노 누아, 샤르도네","Chardonnay",37b377eb-8ebb-482a-b863-26edc8793051
grape,NAVER_MORE,"제라르 베르트랑 꼬뜨 로즈 뮈스까 로제","Gérard Bertrand Côte Rosé Muscat","뮈스까","Muscat Blanc",e9955e71-0bd8-4522-b500-52e59468beed
grape,NAVER_MORE,"테를란 피노 그리지오","Terlan Pinot Grigio","피노 그리지오","Pinot Grigio",89dce027-7087-4112-82a8-a046ecffb0e5
grape,NAVER_MORE,"프레스코발디 아템스 피노 그리지오","Frescobaldi Artemis Pinot Grigio","피노 그리지오","Pinot Grigio",8caafa68-3693-446e-9ca8-b19d9512555e
grape,NAVER_MORE,"비에티 모스카토 다스티","Vietti Moscato d'Asti","모스카토","Moscato Bianco",7b507b3e-24d0-4ad1-bf73-2b6bc2887767
grape,NAVER_MORE,"리비오펠루가 피노그리지오","Livio Felluga Pinot Grigio","피노그리지오","Pinot Gris",c3cfd247-594f-42b6-be48-38e1f291b9a7
grape,NAVER_MORE,"트레드 소프틀리 피노누아 & 소비뇽블랑 세트","Tread Softly Pinot Noir & Sauvignon Blanc Set","피노 누아, 소비뇽블랑","Pinot Noir",d849fbcc-cd1f-4e12-aa20-50f9d22e8a47
grape,NAVER_MORE,"엘레베 시라 그르나슈","Elevé Syrah Grenache","시라, 그르나슈","Shiraz/Syrah, Grenache",de69a395-e4d1-4d54-8057-a217768a5124
grape,NAVER_MORE,"칸티 모스카토 콜레지오네 파밀리아 IGT","Canti Moscato Collezione Famiglia IGT","모스카토","Moscato",de828e51-3ce0-46e5-84e5-88d9acc2c1ea
grape,NAVER_MORE,"얄룸바 Y 시리즈 쉬라즈 비오니에","Yalumba Y Series Shiraz Viognier","쉬라즈, 비오니에","Viognier",ec95fd15-72a9-45bb-9ae2-91550e2f9336
grape,NAVER_MORE,"브라운 브라더스 모스카토 로제 스파클링","Brown Brothers Moscato Rosé Sparkling","모스카토","Moscato",ecfeb7d2-8225-4b26-a3e8-3637efd7731d
grape,NAVER_MORE,"간치아 모스카토 로제","Gancia Moscato Rosé","모스카토","100% Moscato",95228e97-f3a0-4031-9d38-e3e75dde91ab
grape,NAVER_MORE,"안나 스피나토 피노 그리지오 DOC","Anna Spinato Pinot Grigio DOC","피노 그리지오","Pinot Grigio",ea769175-3556-49bd-9e1d-5bcc983a6027
grape,NAVER_MORE,"그랜트 버지 5th 제네레이션 바로사 까베르네 메를로","Grant Burge 5th Generation Barossa Cabernet Merlot","까베르네, 메를로","Merlot",f9fee815-17c1-4a7f-a09c-9abfa0c827d6
grape,NAVER_MORE,"지디 바이라 모스카토 다스티","G.D. Vajra Moscato d'Asti","모스카토","Moscato",f1a71d00-ff49-483b-9868-a7da24897e71
grape,NAVER_MORE,"모엣 샹동 그랑 빈티지 브뤼 로제 샹파뉴","Moët & Chandon Grand Vintage Brut Rosé Champagne","샤르도네, 피노 누아, 피노 뫼니에","Pinot Noir",420e4d2c-9e5e-4bc8-849c-5a163cfedc48
grape,NAVER_MORE,"캐빗 컬렉션 피노 그리지오","Cavit Collection Pinot Grigio","피노 그리지오","Pinot Gris",599a1fcd-54c7-49e3-998b-7f39b8c98c29
grape,NAVER_MORE,"Coume del Mas Banyuls Quintessence","Coume del Mas Banyuls Quintessence","그르나슈","Grenache",d9f5bdff-f1e3-4687-ad0e-c922a1e8143c
grape,NAVER_MORE,"빌라 욜란다 모스카토 다스티 블랙 에디션","Villa Yolanda Moscato d'Asti Black Edition","모스카토","Moscato",d66d491f-3518-4c1a-b724-3dfc7a358b22
grape,NAVER_MORE,"타파스 가르나차","Tapas Garnacha","가르나차","Garnacha",3d5f71b5-f657-4384-8299-cd313364a2bc
grape,NAVER_MORE,"루나리아 피노 그리지오 펫낫","Lunaria Pinot Grigio Pet Nat","피노 그리지오","Pinot Grigio",06777f25-8d63-47cc-a93e-f07cdc7cb993
grape,NAVER_MORE,"데툰다 프리잔테 스파클링 모스카토 로제","Detunda Frizzante Sparkling Moscato Rosé","모스카토","Moscato",145865a1-461e-46bb-ab29-3c97668c7dbd
grape,NAVER_MORE,"맥매니스 쁘띠 쉬라","McManis Petite Sirah","쁘띠 쉬라","Petite Sirah",d605921f-c41d-4ad9-9d18-5747cbd188a5
region,DIFFERENT,"조던 까베르네 소비뇽","Jordan Cabernet Sauvignon","나파 밸리","United States / California / North Coast / Sonoma County / Alexander Valley",0379f1a7-cb3c-43b6-b2a1-b7633c9a77fe
region,DIFFERENT,"칼레라 드 빌리어스 빈야드 피노 누아","Calera De Villiers Vineyard Pinot Noir","미정","United States / California / Central Coast / San Benito County / Mount Harlan",0a85c61d-db9b-4c10-8513-df990f7cacc9
region,DIFFERENT,"로쉐 마제 메를로","Roche Mazet Merlot","롱그독","France / Vin de Pays / Pays d'Oc",0e5baa9a-3596-4788-9e4f-a554791c8e14
region,DIFFERENT,"카펜터 락 소비뇽 블랑","Carpenter Rock Sauvignon Blanc","말보로","Australia / South Australia / Limestone Coast / Mount Gambier",11060cd8-cd92-44b3-96c6-ef5ce58e8af3
region,DIFFERENT,"플로리앙 몰레 피노 누아","Florian Molle Pinot Noir","부르고뉴","France / Loire Valley / Upper Loire / Sancerre",2029247f-b13c-4f6f-a9a3-a3d6e94d90aa
region,DIFFERENT,"라인 39 메를로","Line 39 Merlot","워싱턴","United States / California / Central Coast",272a6a98-8f8a-497d-b9ff-d8394c8bd3f9
region,DIFFERENT,"얄리 스페셜 셀렉션 샤르도네","Yalumba Special Selection Chardonnay","바로사 밸리","United States / California / North Coast / Napa County / Napa Valley",3023cb61-93df-4fe1-94d9-2a9d43afbb22
region,DIFFERENT,"3 샤또 피노 누아 생 귈렘","3 Château Pinot Noir Saint-Guillaume","부르고뉴","France / Vin de France",31d48bf7-934e-4ef7-8467-ab1251ebc11b
region,DIFFERENT,"베린저 파운더스 까베르네 소비뇽","Beringer Founders Cabernet Sauvignon","나파 밸리","United States / California",3a20a0aa-c35f-4e2d-b4df-ba4e0e08d484
region,DIFFERENT,"플뤼거 피노 누아","Pfluger Pinot Noir","미정","Germany / Pfalz",4f3e9ccb-bf8f-4145-bde6-82bc9fb503ee
region,DIFFERENT,"프레스코발디 아템스 샤도네이","Frescobaldi Artemis Chardonnay","토스카나","Australia / New South Wales / South Coast / Southern Highlands",514bb098-6739-40e8-af01-0d25dcd908f4
region,DIFFERENT,"파이로스 싱글빈야드 블록넘버포 말벡","Pyros Single Vineyard Block Number Four Malbec","멘도자","Argentina / San Juan / Pedernal Valley",1407c9d4-8b39-4ab8-82fd-e10a6d99e97c
region,DIFFERENT,"플라워스 씨 뷰 릿지 피노 누아","Flowers Sea View Ridge Pinot Noir","미정","United States / California / North Coast / Sonoma County / Sonoma Coast",5fc56c88-2b01-4bae-91e3-fc0ad0dde32e
region,DIFFERENT,"더 힐트 이스테이트 피노 누아","The Hilt Estate Pinot Noir","미정","United States / California / Central Coast / Santa Barbara County / Sta. Rita Hills",65faeefb-fede-4fae-b3af-063ad1601ece
region,DIFFERENT,"도멘 그로 프레르 에 수르 부르고뉴 피노 누아","Domaine Gros Frère et Sœur Bourgogne Pinot Noir","부르고뉴","France / Vin de France",70da5bbc-289d-4400-beda-6af575ca15c8
region,DIFFERENT,"하이랜드 에스테이트 올드 바인 피노 누아","Highland Estate Old Vine Pinot Noir","캘리포니아","United States / Oregon / Willamette Valley / Ribbon Ridge",c639bd2e-2642-482d-8351-5b288c2e4b4f
region,DIFFERENT,"모아나 파크 에스테이트 말보로 리저브 피노 누아","Moana Park Estate Marlborough Reserve Pinot Noir","말보로","New Zealand / South Island / Central Otago",35fbd6a8-909b-47c0-9182-0d3b9791a732
region,DIFFERENT,"벨레 그로스 데리만 빈야드 피노 누아","Belle Glos Derman Vineyard Pinot Noir","미정","United States / California / Central Coast / Santa Barbara County / Santa Maria Valley",cea9ce95-07d7-4576-b550-a741124745fa
region,DIFFERENT,"로맹 트리보 그랑크뤼 퓌르 샤르도네","Romain Triboi Grand Cru Pur Chardonnay","부르고뉴","France / Champagne / Champagne Grand Cru",3c823e7f-e7af-459e-a661-7e6587c1a398
region,DIFFERENT,"G7 소비뇽 블랑","G7 Sauvignon Blanc","말보로","Chile / Central Valley / Maule Valley / Loncomilla Valley",124b314f-582e-4098-b881-0421763061a3
region,DIFFERENT,"로버트 몬다비 에스테이트 피노누아","Robert Mondavi Estate Pinot Noir","나파 밸리","United States / California",a2556ea2-2bb4-4a25-8302-acf681436834
region,DIFFERENT,"로버트 몬다비 빈트 프라이빗 셀렉션 메를로","Robert Mondavi Vintage Private Selection Merlot","나파 밸리","United States / California",a854e3e7-0bb4-42bd-8a3e-4c3e67059720
region,DIFFERENT,"도멘 슐룸베르거 피노 누아","Domaine Schlumberger Pinot Noir","알자스","France / Vin de Pays / Méditerranée / Var",a8911a52-6b3f-4ed8-98a1-86afa61dc0a9
region,DIFFERENT,"마르케스 데 리스칼 1860 템프라니요","Marqués de Riscal 1860 Tempranillo","리오하","Spain / Castilla y León",de4499e2-72bd-4bc1-bcc6-7f8843f7f68e
region,DIFFERENT,"롱 로우 소비뇽 블랑","Long Row Sauvignon Blanc","말보로","Australia / South Australia",e64acd83-597f-4d5a-a6e0-72c3bb166ed3
region,DIFFERENT,"스카나비노 피노 샤르도네","Scanavino Pinot Chardonnay","피에몬테","Italy / Vino d'Italia",e92ac05a-1ad0-422a-a10e-6b7467e9b702
region,DIFFERENT,"마르께스 데 까사 콘차 메를로","Marqués de Casa Concha Merlot","마이포 밸리","Chile / Central Valley / Maule Valley",f17818ed-d692-4e27-90b3-c1f66106449e
region,DIFFERENT,"펄리셔 펜카로우 소비뇽 블랑","Palliser Pencarrow Sauvignon Blanc","말보로","New Zealand / North Island / Wairarapa / Martinborough",f0d22117-192f-4848-a486-544a726df2a5
region,DIFFERENT,"로쉐 마제 까베르네 소비뇽","Roche Mazet Cabernet Sauvignon","랑그독","France / Vin de Pays / Pays d'Oc",4cf95a22-161f-45d0-b33f-113a2753a06e
region,DIFFERENT,"레이몬드 R 컬렉션 까베르네 소비뇽","Raymond R Collection Cabernet Sauvignon","나파 밸리","United States / California",13cf0428-7efa-4140-8e12-14398b1dbcdb
region,DIFFERENT,"라피스 루나 피노 누아","Lapis Luna Pinot Noir","미정","United States / California / North Coast",eab0487f-7151-42b9-886e-39e81209bbfd
region,DIFFERENT,"더 페데럴리스트 샤르도네","The Federalist Chardonnay","소노마","United States / California / North Coast / Mendocino County",bc7bb402-2a20-4b77-94ef-1cca692e69bf
region,DIFFERENT,"마르케스 데 리스칼 템프라니요","Marqués de Riscal Tempranillo","리오하","Spain / Castilla y León",f0d31766-3055-4f0c-aa1c-620681580597
region,DIFFERENT,"트리엔느 로제","Triennes Rosé","프로방스","France / Vin de Pays / Méditerranée",4338f96b-5cac-4f78-8a50-f6e9af3e0e21
region,DIFFERENT,"덕혼 디코이 까베르네 소비뇽","Duckhorn Decoy Cabernet Sauvignon","나파 밸리","United States / California",3458c130-9da2-4775-a17d-e0a26d97fad3
region,DIFFERENT,"덕혼 포스트마크 샤르도네","Duckhorn Postmark Chardonnay","나파 밸리","United States / California / North Coast / Sonoma County",0de43c13-df11-4db5-abc0-c2b58ebef2f3
region,DIFFERENT,"9 라이브스 리저브 까베르네 소비뇽","9 Lives Reserve Cabernet Sauvignon","캘리포니아","Chile / Central Valley",c8ed9f0d-40b4-47ed-acef-19d8723a7c24
region,DIFFERENT,"비냐 마이포 클래식 시리즈 까베르네 소비뇽","Viña Maipo Classic Series Cabernet Sauvignon","마이포 밸리","Chile / Central Valley",3b3e6379-67f8-4a90-b0ef-db3c990aabb7
region,DIFFERENT,"가이서픽 까베르네 소비뇽","Geyser Peak Cabernet Sauvignon","소노마 카운티","United States / California",2c6d35ab-4305-482c-9d98-5a8935dda4ae
region,DIFFERENT,"몬테스 알파 소비뇽 블랑","Montes Alpha Sauvignon Blanc","카사블랑카 밸리","Chile / Aconcagua / San Antonio Valley / Leyda Valley",f42b57c5-e8e2-4675-a7dd-969de1412567
region,DIFFERENT,"티키 싱글 빈야드 소비뇽 블랑","Tiki Single Vineyard Sauvignon Blanc","말보로","New Zealand / South Island / Canterbury / Waipara",84200b5d-8174-401c-9687-8c6e6fe9ed33
region,DIFFERENT,"벅 쉑 버번 배럴 까베르네 소비뇽","Buck Shack Bourbon Barrel Cabernet Sauvignon","캘리포니아","United States / Lake County",52d70dd9-706b-4d01-995f-296ac6fd2c27
region,DIFFERENT,"프란첸 리슬링 그로쎄스 게백스","Franzen Riesling Grosses Gewächs","모젤","Germany / Franken / Stetten (Franken)",a10963b4-b7e3-4b44-a255-b149a22b1e9a
region,DIFFERENT,"클라우디 베이 테 와히 피노 누아","Cloudy Bay Te Wahi Pinot Noir","말보로","New Zealand / South Island / Central Otago",06255257-759e-440c-a273-f39161119a3a
region,DIFFERENT,"로버트 몬다비 프라이빗 셀렉션 버번 배럴 까베르네 소비뇽","Robert Mondavi Private Selection Bourbon Barrel Cabernet Sauvignon","나파 밸리","United States / California",97aa6d02-26e6-4ee0-9900-ecc2d8e56e0e
region,DIFFERENT,"제이콥스 크릭 샤르도네 피노 누아","Jacob's Creek Chardonnay Pinot Noir","미정","Australia / South Eastern Australia",7ec3c1bf-8b20-40af-b4c6-8e7776a6ab95
region,DIFFERENT,"트라피체 아스티카 말벡","Trapiche Astica Malbec","멘도자","Argentina / La Rioja",d07c4350-e6c8-483a-9f8c-248c135d0b02
region,DIFFERENT,"닥터 파우스트 리슬링 스페트레제","Doctor Faust Riesling Spätlese","모젤","Germany / Nahe",1b53bcc5-0e64-4aa8-a145-265ed383f7c1
region,DIFFERENT,"조셉 페블레 부르고뉴 피노누아","Joseph Phelps Burgundy Pinot Noir","부르고뉴","United States / California / North Coast / Sonoma County / Sonoma Coast",63ba20e8-0785-4651-9877-5942fc6b5841
region,DIFFERENT,"노 파인 프린트 소비뇽 블랑","No Fine Print Sauvignon Blanc","말보로","United States / California",e39f2238-f6fb-44c3-a544-2948f0fa8f21
region,DIFFERENT,"모지 펫 낫 피노 누아","Mozi Pet Nat Pinot Noir","미정","Russia / Krasnodar",6dc58829-a022-4520-864a-300ba2148343
region,DIFFERENT,"프레스코발디 아템스 피노 그리지오","Frescobaldi Artemis Pinot Grigio","토스카나","Australia / New South Wales / South Coast / Southern Highlands",8caafa68-3693-446e-9ca8-b19d9512555e
region,DIFFERENT,"페데리코 파테니나 까바 브뤼 로제","Federico Paternina Cava Brut Rosé","펜에데스","Spain / Cava",92831db3-558f-4c5e-9479-afd8b71971ac
region,DIFFERENT,"탈보트 칼리 하트 피노 누아","Talbot Cali Heart Pinot Noir","캘리포니아","Hungary / Észak-Dunántúl / Etyek-Buda",ea8a16e5-f317-4be8-be95-52167ee2ab1a
region,DIFFERENT,"알파 박스 앤 다이스 타로 프로세코","Alpha Box and Dice Taro Prosecco","베네토","Australia / New South Wales / Big Rivers / Murray Darling",e37fb7e6-2137-454a-84dc-05bfc1881b57
region,DIFFERENT,"프레스코발디 아템스 샤르도네","Frescobaldi Artemis Chardonnay","토스카나","Australia / New South Wales / South Coast / Southern Highlands",ebb7fb30-cfb1-4ece-a722-6ac4b26b0d5d
region,DIFFERENT,"메종 루이 라뚜르 도멘 드 발무아신 피노 누아","Maison Louis Latour Domaine de Valmoissine Pinot Noir","부르고뉴","France / Vin de Pays / Méditerranée / Var",ed7df3f3-4937-48c8-8657-6e38e466ab7c
region,DIFFERENT,"프리츠 빈디쉬 크리스마스 동방박사 리슬링 슈페트레제","Fritz Windisch Christkindles Riesling Spätlese","모젤","Germany / Rheinhessen / Nierstein",f1b41359-b61f-4747-bb72-d38b189f5072
region,DIFFERENT,"라포스톨 그랑 셀렉션 메를로","Lapostolle Grand Selection Merlot","마이포 밸리","Chile / Central Valley / Rapel Valley",4b16981a-7f27-4c63-8f4b-d1a7973d8c73
region,DIFFERENT,"얄리 와일드 스완 샤르도네","Yalumba Wild Swan Chardonnay","바로사 밸리","Chile / Central Valley",9ea63c23-7230-479d-8ebe-48a5272f9da2
region,DIFFERENT,"사이드웨이 피노 누아","Sideways Pinot Noir","미정","Chile / Aconcagua / Casablanca Valley",1591ff63-a906-4820-92e0-fc2654d52ed8
region,DIFFERENT,"로저 구라트 코랄 로제 브뤼","Roger Goulart Coral Rosé Brut","샹파뉴","Spain / Cava",1abc23c2-452f-48ed-adf6-ffea72649bc3
region,DIFFERENT,"제이 윌크스 피노 누아","J. Wilkes Pinot Noir","미정","United States / California / Central Coast / Santa Barbara County / Santa Maria Valley",c9554cf0-cfe1-4304-a517-cabadebb25c0
region,UNKNOWN,"트라피체 멜로디아스 말벡","Trapiche Melodias Malbec","멘도사","Argentina / Mendoza",10e56fc4-84b6-4382-8328-2d4d7e3231c5
region,UNKNOWN,"까사레나 505 말벡","Casarena 505 Malbec","멘도사","Argentina / Mendoza",902e87ee-3a64-4b52-be4d-38c29d9671ed
region,UNKNOWN,"오 봉 클리마 녹스 알렉산더 피노 누아","Au Bon Climat Knox Alexander Pinot Noir","산타 마리아 밸리","United States / California / Central Coast / Santa Barbara County / Santa Maria Valley",10ed83d0-4dad-40b5-8468-aa6260780242
region,UNKNOWN,"크리오스 말벡","Crios Malbec","멘도사","Argentina / Mendoza / Uco Valley",90aee6f6-08d4-4374-85b6-b38f09c66569
region,UNKNOWN,"돈호프 리슬링 프류티 블랙 라벨","Donnhoff Riesling Fruity Black Label","나헤","Germany / Nahe",18daf57a-34f7-4a76-bfae-6d840f5bbff2
region,UNKNOWN,"샤토 물통 로칠드","Château Mouton Rothschild","폐약","France / Bordeaux / Médoc / Pauillac",1d5e079d-c637-4e8a-9021-372611a37f8a
region,UNKNOWN,"안티갈 아두엔투스 말벡","Antigal Aduentus Malbec","멘도사","Argentina / Mendoza / Uco Valley",255f90f9-f4b7-4887-998e-e170535547e0
region,UNKNOWN,"쿠메우 리버 에스테이트 샤르도네","Kumeu River Estate Chardonnay","오클랜드","New Zealand / North Island / Auckland / Kumeu",1faa2d86-2e31-48e0-8769-0e5683a1ad40
region,UNKNOWN,"마르케스 데 리스칼 소비뇽 블랑","Marqués de Riscal Sauvignon Blanc","루에다","Spain / Castilla y León / Rueda",25a0a6d7-e6e2-402d-8a32-2f5d8f2fa09a
region,UNKNOWN,"사뮤엘 빌로 샤블리 1er 크뤼 푸르숨","Samuel Billaud Chablis 1er Cru Fourchaumes","부르고뉴 샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Fourchaume'",2773ca6b-d118-4e3a-b227-7a1522d9eb38
region,UNKNOWN,"샤또 생 미셸 콜롬비아 밸리 까베르네 소비뇽","Chateau Ste. Michelle Columbia Valley Cabernet Sauvignon","콜롬비아 밸리","United States / Washington / Columbia Valley",952c3fb3-13b6-4d35-ae17-818b8c639d1d
region,UNKNOWN,"쏜 클락 떼라 바로사 쉬라즈","Thorn Clarke Terra Barossa Shiraz","남호주 바로사","Australia / South Australia / Barossa",958983d1-b456-4f48-a9d9-4e0fc3324b99
region,UNKNOWN,"샤또 달레이 꼬뜨 뒤 주라 피노 누아","Château Daléy Côtes du Jura Pinot Noir","꼬뜨 뒤 주라","France / Jura / Côtes du Jura",28e00243-7545-4be6-b11d-276320b75551
region,UNKNOWN,"핀카 라스 모라스 리제르바 말벡","Finca las Moras Reserva Malbec","산후안","Argentina / San Juan",914ba1d1-fd19-426c-b3eb-420bc2b3fcc3
region,UNKNOWN,"사무엘 빌로 샤블리 1에르 크뤼 포르노 2022","Samuel Billaud Chablis 1er Cru Fourneaux 2022","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Les Fourneaux'",96c71e47-9c33-486a-9522-11062556def7
region,UNKNOWN,"제이 로어 에스테이트 세븐 오크 까베르네 소비뇽","J Lohr Estates Seven Oaks Cabernet Sauvignon","패서 로블스","United States / California / Central Coast / San Luis Obispo County / Paso Robles",299fe20c-bc37-4614-ac5c-f475c1f0f141
region,UNKNOWN,"보르고 알 솔레 2","Borgo al Sole 2","Puegnago del Garda","Italy / Northern Italy / Veneto / Verona",2aa74537-cc40-4fd5-aa45-2ba28ad2ffb2
region,UNKNOWN,"두글라제 알라자니 밸리 화이트","Dugladze Alazani Valley White","알라자니 밸리","Georgia / Kakheti",03ec1cb1-b96a-43d0-9ddd-91257dbe06f9
region,UNKNOWN,"투썩 점퍼 울프 피노 그리지오","Tussock Jumper Wolf Pinot Grigio","알려지지 않음","Italy / Northern Italy / Veneto / delle Venezie",2f0b5fca-6b90-4f52-99d1-92ae8d0f667d
region,UNKNOWN,"케이머스 에멀로 소비뇽 블랑","Caymus Emuló Sauvignon Blanc","나파밸리","United States / California / North Coast / Napa County / Napa Valley",3003f8d7-c250-4710-8833-692f1f876a75
region,UNKNOWN,"샤토 피젝 프리미에 그랑 크뤼 클래세","Château Figeac Premier Grand Cru Classé","생테밀리옹","France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru",3185080f-5da1-4668-bf69-2ce410b2c419
region,UNKNOWN,"마스터타르단 쇼비뇽 블랑 리저브","Master Tardan Sauvignon Blanc Reserve","루에다","United States / California",3a6a7c4e-35d8-4ee0-829e-af24b790f15f
region,UNKNOWN,"카르멘 톨텐 카베르네 소비뇽","Carmen Tolten Cabernet Sauvignon","마우르칭","Chile / Central Valley",9d35910a-616b-4ec2-946b-3827a2ae325e
region,UNKNOWN,"도멘 오뜨 샤토 로마상 방돌 레드","Domaines Ott Château Romassan Bandol Rouge","방돌","France / Provence / Bandol",3d919831-c91d-4ca9-ad11-f22f737eb8d9
region,UNKNOWN,"사무엘 빌로 샤블리 1에르 크뤼 몽맹 2022","Samuel Billaud Chablis 1er Cru Montmains 2022","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montmains'",3f21cfe8-4567-4639-a6b4-b22e32f821b7
region,UNKNOWN,"투쿠맨 말벡","Tucumán Malbec","투쿠만","Argentina / Mendoza / Lunlunta",3db31cd3-80fe-4daf-957b-90825979e822
region,UNKNOWN,"채피브로스 시노니무스 바로사 쉬라즈","Chapibros Synonymous Barossa Shiraz","바로사","Australia / South Australia / Barossa",9ed75c38-b1b5-4783-adfa-8887c3c30177
region,UNKNOWN,"이 콰트로 모리","I Quattro Mori","Venice","Italy / Central Italy / Lazio",415b65ca-d57c-4653-84cb-591c6e9a72da
region,UNKNOWN,"더 사디 패밀리 콜루멜라 레드 와인 2023","The Sadie Family Columella Red Wine 2023","스왈트랜드","South Africa / Western Cape / Coastal Region / Swartland",48a6da6d-c5c7-4c3f-886f-d992e476d2fe
region,UNKNOWN,"까테나 자파타 루카 말벡","Catena Zapata Luca Malbec","멘도사","Argentina / Mendoza",4766e543-58bb-4ca5-8ad3-f40cfcc19118
region,UNKNOWN,"칸티나 자카니니 달 트랄체토 몬테풀치아노 다부르쪼","Cantina Zaccagnini Dal Tralcetto Montepulciano d'Abruzzo","아브루초","Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo",a44ae38f-47aa-41ca-9997-959e695eff9b
region,UNKNOWN,"월터 핸젤 에스테이트 샤르도네","Walter Hanzel Estate Chardonnay","윌라메트 밸리","United States / California / North Coast / Sonoma County / Russian River Valley",49a4b441-1894-43b7-a571-5bc8637eea8b
region,UNKNOWN,"코노 수르 비씨클레타 피노 누아","Cono Sur Bicicleta Pinot Noir","중앙 밸리","Chile / Central Valley",4d1ae4fa-d391-45c3-9f32-74b1cdc2d645
region,UNKNOWN,"카사 트라몬토","Casa Tramonto","체팔루","United States / New York / Finger Lakes",4d3cc133-424f-452b-ba77-89a75c2b2d3e
region,UNKNOWN,"옐로우 테일 까베르네 소비뇽","Yellow Tail Cabernet Sauvignon","뉴사우스웨일즈","Australia / South Eastern Australia",4db043e8-3e4f-4a95-81cf-16f7898568ad
region,UNKNOWN,"샤블리 1에르 크뤼 푸르쇼므","Chablis 1er Cru Fourchaumes","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Fourchaume'",4959d28a-c7f4-4bb0-b60c-e425c9688a64
region,UNKNOWN,"엔조 빈센조 아마로네 델라 DOCG","Enzo Vincenzo Amarone della Valpolicella DOCG","발폴리첼라","Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella",a561ebe4-92bd-4870-b578-e733fc8def35
region,UNKNOWN,"비네롱 드 뷕시 부르고뉴 꼬뜨 샬로네즈 피노 누아","Vinerond de Buxys Bourgogne Côte Chalonnaise Pinot Noir","부르고뉴 꼬뜨 샬로네즈","France / Bourgogne / Côte Chalonnaise",4d2948cf-9cfa-46dd-adeb-f8ad22c55ed0
